Category,Description,price_per_100g
SHEEPSHEAD,"SHEEPSHEAD,CKD,DRY HEAT",4.92
SMELT,"SMELT,RAINBOW,RAW",1.04
SMELT,"SMELT,RAINBOW,CKD,DRY HEAT",2.33
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",1.7
SNAPPER,"SNAPPER,MXD SP,CKD,DRY HEAT",4.39
SPOT,"SPOT,RAW",4.87
STURGEON,"STURGEON,MXD SP,RAW",2.25
STURGEON,"STURGEON,MXD SP,CKD,DRY HEAT",0.63
STURGEON,"STURGEON,MXD SP,SMOKED",1.83
SUCKER,"SUCKER,WHITE,RAW",1.59
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",5.58
No Category,SURIMI,2.11
SWORDFISH,"SWORDFISH,RAW",6.79
SWORDFISH,"SWORDFISH,COOKED,DRY HEAT",4.23
TILEFISH,"TILEFISH,RAW",4.24
TILEFISH,"TILEFISH,COOKED,DRY HEAT",2.47
TROUT,"TROUT,MIXED SPECIES,RAW",0.95
TROUT,"TROUT,RAINBOW,WILD,RAW",3.6
TROUT,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",0.52
TUNA,"TUNA,FRESH,BLUEFIN,RAW",2.81
TUNA,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",1.34
TUNA,"TUNA,LT,CND IN OIL,DRND SOL",3.09
TUNA,"TUNA,LT,CND IN H2O,DRND SOL",3.92
TUNA,"TUNA,FRESH,SKIPJACK,RAW",4.22
TUNA,"TUNA,WHITE,CND IN OIL,DRND SOL",1.48
TUNA,"TUNA,WHITE,CND IN H2O,DRND SOL",0.82
TUNA,"TUNA,FRESH,YELLOWFIN,RAW",3.23
No Category,TUNA SALAD,1.08
TURBOT,"TURBOT,EUROPEAN,RAW",2.89
WHITEFISH,"WHITEFISH,MXD SP,RAW",2.79
WHITEFISH,"WHITEFISH,MXD SP,SMOKED",3.22
WHITING,"WHITING,MIXED SPECIES,RAW",2.39
WHITING,"WHITING,MXD SP,CKD,DRY HEAT",1.16
WOLFFISH,"WOLFFISH,ATLANTIC,RAW",5.56
YELLOWTAIL,"YELLOWTAIL,MXD SP,RAW",3.91
CRAB,"CRAB,ALASKA KING,RAW",3.13
CRAB,"CRAB,ALASKA KING,CKD,MOIST HEAT",3.7
CRAB,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",3.01
CRAB,"CRAB,BLUE,RAW",4.96
CRAB,"CRAB,BLUE,CKD,MOIST HEAT",3.8
CRAB,"CRAB,BLUE,CANNED",4.88
CRAB,"CRAB,BLUE,CRAB CAKES",4.61
CRAB,"CRAB,DUNGENESS,RAW",0.95
CRAB,"CRAB,QUEEN,RAW",1.11
CRAYFISH,"CRAYFISH,MXD SP,WILD,RAW",3.59
CRAYFISH,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",5.14
LOBSTER,"LOBSTER,NORTHERN,RAW",1.22
LOBSTER,"LOBSTER,NORTHERN,CKD,MOIST HEAT",4.04
SHRIMP,"SHRIMP,MIXED SPECIES,RAW",1.12
SHRIMP,"SHRIMP,MXD SP,CKD,BREADED&FRIED",3.23
SHRIMP,"SHRIMP,MXD SP,CKD,MOIST HEAT",0.86
SHRIMP,"SHRIMP,MXD SP,CND",4.24
SHRIMP,"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",3.54
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,RAW",4.29
ABALONE,"ABALONE,MIXED SPECIES,RAW",4.31
ABALONE,"ABALONE,MXD SP,CKD,FRIED",1.46
CLAM,"CLAM,MIXED SPECIES,RAW",2.55
CLAM,"CLAM,MXD SP,CKD,BREADED&FRIED",4.2
CLAM,"CLAM,MXD SP,CKD,MOIST HEAT",2.16
CLAM,"CLAM,MXD SP,CND,DRND SOL",2.65
CLAM,"CLAM,MXD SP,CND,LIQ",2.82
CUTTLEFISH,"CUTTLEFISH,MXD SP,RAW",3.68
MUSSEL,"MUSSEL,BLUE,RAW",1.84
MUSSEL,"MUSSEL,BLUE,CKD,MOIST HEAT",4.26
OCTOPUS,"OCTOPUS,COMMON,RAW",2.07
OYSTER,"OYSTER,EASTERN,WILD,RAW",3.42
OYSTER,"OYSTER,EASTERN,CKD,BREADED&FRIED",3.85
OYSTER,"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",1.77
OYSTER,"OYSTER,EASTERN,CANNED",1.56
OYSTER,"OYSTER,PACIFIC,RAW",2.02
SCALLOP,"SCALLOP,MIXED SPECIES,RAW",1.6
SCALLOP,"SCALLOP,MXD SP,CKD,BREADED&FRIED",3.13
SCALLOP,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",3.38
SQUID,"SQUID,MIXED SPECIES,RAW",3.56
SQUID,"SQUID,MXD SP,CKD,FRIED",2.17
WHELK,"WHELK,UNSPECIFIED,RAW",1.66
WHELK,"WHELK,UNSPEC,CKD,MOIST HEAT",4.53
SALMON,"SALMON,CHINOOK,SMOKED,(LOX),REG",2.44
SALMON,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",1.86
SALMON,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",4.24
SALMON,"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",4.46
TUNA,"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",0.67
TUNA,"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",4.89
TUNA,"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",2.34
TUNA,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",4.47
BASS,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",4.63
BASS,"BASS,STRIPED,CKD,DRY HEAT",3.0
BLUEFISH,"BLUEFISH,COOKED,DRY HEAT",2.07
BURBOT,"BURBOT,COOKED,DRY HEAT",4.08
BUTTERFISH,"BUTTERFISH,CKD,DRY HEAT",1.34
COD,"COD,PACIFIC,CKD,DRY HEAT",3.73
CUSK,"CUSK,COOKED,DRY HEAT",1.28
DOLPHINFISH,"DOLPHINFISH,CKD,DRY HEAT",5.29
DRUM,"DRUM,FRESHWATER,CKD,DRY HEAT",4.79
HALIBUT,"HALIBUT,GREENLAND,CKD,DRY HEAT",0.91
HERRING,"HERRING,PACIFIC,CKD,DRY HEAT",3.39
LING,"LING,COOKED,DRY HEAT",3.18
LINGCOD,"LINGCOD,COOKED,DRY HEAT",1.44
MACKEREL,"MACKEREL,KING,CKD,DRY HEAT",0.76
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",4.67
MILKFISH,"MILKFISH,COOKED,DRY HEAT",1.91
MONKFISH,"MONKFISH,COOKED,DRY HEAT",2.55
PIKE,"PIKE,WALLEYE,CKD,DRY HEAT",1.27
POLLOCK,"POLLOCK,ATLANTIC,CKD,DRY HEAT",2.8
POUT,"POUT,OCEAN,CKD,DRY HEAT",2.92
ROE,"ROE,MXD SP,CKD,DRY HEAT",3.9
SABLEFISH,"SABLEFISH,COOKED,DRY HEAT",4.77
SALMON,"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",2.91
SALMON,"SALMON,CHINOOK,CKD,DRY HEAT",3.0
SALMON,"SALMON,CHUM,CKD,DRY HEAT",1.56
SALMON,"SALMON,PINK,CKD,DRY HEAT",4.82
SCUP,"SCUP,COOKED,DRY HEAT",2.79
SEATROUT,"SEATROUT,MXD SP,CKD,DRY HEAT",4.24
SHAD,"SHAD,AMERICAN,CKD,DRY HEAT",1.02
SPOT,"SPOT,COOKED,DRY HEAT",2.39
SUCKER,"SUCKER,WHITE,CKD,DRY HEAT",3.35
SUNFISH,"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",4.92
TROUT,"TROUT,MXD SP,CKD,DRY HEAT",0.92
TUNA,"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",4.14
TUNA,"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",3.23
TURBOT,"TURBOT,EUROPEAN,CKD,DRY HEAT",3.83
WHITEFISH,"WHITEFISH,MXD SP,CKD,DRY HEAT",3.66
WOLFFISH,"WOLFFISH,ATLANTIC,CKD,DRY HEAT",5.71
YELLOWTAIL,"YELLOWTAIL,MXD SP,CKD,DRY HEAT",3.24
CRAB,"CRAB,DUNGENESS,CKD,MOIST HEAT",4.48
CRAB,"CRAB,QUEEN,CKD,MOIST HEAT",2.55
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",2.58
CUTTLEFISH,"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",5.79
OCTOPUS,"OCTOPUS,COMMON,CKD,MOIST HEAT",1.49
OYSTER,"OYSTER,PACIFIC,CKD,MOIST HEAT",3.06
ROUGHY,"ROUGHY,ORANGE,CKD,DRY HEAT",2.32
CATFISH,"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",7.05
CATFISH,"CATFISH,CHANNEL,FARMED,RAW",4.23
CATFISH,"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",5.57
SALMON,"SALMON,ATLANTIC,FARMED,RAW",3.54
SALMON,"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",0.94
SALMON,"SALMON,COHO,FARMED,RAW",3.61
SALMON,"SALMON,COHO,FARMED,CKD,DRY HEAT",1.64
TROUT,"TROUT,RAINBOW,FARMED,RAW",1.45
TROUT,"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",1.87
CRAYFISH,"CRAYFISH,MXD SP,FARMED,RAW",7.89
CRAYFISH,"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",4.93
OYSTER,"OYSTER,EASTERN,WILD,CKD,DRY HEAT",1.0
OYSTER,"OYSTER,EASTERN,FARMED,RAW",4.02
OYSTER,"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",2.24
SALMON,"SALMON,COHO,WILD,CKD,DRY HEAT",0.66
CONCH,"CONCH,BAKED OR BROILED",4.83
USDA COMMODITY,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",2.53
USDA COMMODITY,"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",1.68
SALMON,"SALMON,PINK,CND,DRND SOL W/BONE",0.69
FISH,"FISH,TILAPIA,RAW",4.5
FISH,"FISH,TILAPIA,CKD,DRY HEAT",2.2
BEANS,"BEANS,ADZUKI,MATURE SEEDS,RAW",2.63
BEANS,"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",3.57
BEANS,"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",3.11
BEANS,"BEANS,ADZUKI,YOKAN,MATURE SEEDS",1.74
BEANS,"BEANS,BAKED,HOME PREPARED",2.49
BEANS,"BEANS,BKD,CND,PLN OR VEGETARIAN",3.16
BEANS,"BEANS,BKD,CND,W/BF",4.4
BEANS,"BEANS,BKD,CND,W/FRANKS",1.95
BEANS,"BEANS,BKD,CND,W/PORK",2.8
BEANS,"BEANS,BKD,CND,W/PORK&SWT SAU",3.51
BEANS,"BEANS,BKD,CND,W/PORK&TOMATO SAU",2.44
BEANS,"BEANS,BLACK,MATURE SEEDS,RAW",2.08
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",1.64
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",0.58
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",3.66
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",1.4
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",1.45
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",0.62
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",1.77
BEANS,"BEANS,FRENCH,MATURE SEEDS,RAW",2.31
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",0.95
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",1.44
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",1.79
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",1.68
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",2.82
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",3.65
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND",0.72
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",1.62
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",3.05
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",2.45
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",1.3
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CND",2.85
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",0.91
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",0.67
BEANS,"BEANS,NAVY,MATURE SEEDS,RAW",1.48
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",2.68
BEANS,"BEANS,NAVY,MATURE SEEDS,CND",3.15
BEANS,"BEANS,PINK,MATURE SEEDS,RAW",2.87
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",2.17
BEANS,"BEANS,PINTO,MATURE SEEDS,RAW",1.18
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",1.29
BEANS,"BEANS,PINTO,MATURE SEEDS,CND",2.68
BEANS,"BEANS,SML WHITE,MATURE SEEDS,RAW",1.32
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",1.74
BEANS,"BEANS,YEL,MATURE SEEDS,RAW",3.07
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",3.51
BEANS,"BEANS,WHITE,MATURE SEEDS,RAW",2.52
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",1.58
BEANS,"BEANS,WHITE,MATURE SEEDS,CND",2.04
BROADBEANS (FAVA BEANS),"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",3.21
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",2.05
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",1.31
No Category,CAROB FLOUR,4.18
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",2.03
CHICKPEAS ,"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",3.41
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",3.69
CHILI WITH BEANS,"CHILI WITH BEANS,CANNED",2.53
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,RAW",3.27
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",2.3
COWPEAS,"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",1.42
COWPEAS,"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",2.43
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",0.5
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",2.61
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,RAW",3.86
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",3.6
LENTILS,"LENTILS,RAW",4.68
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",1.48
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,RAW",1.3
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",1.14
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CND",3.07
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",1.68
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",2.88
LUPINS,"LUPINS,MATURE SEEDS,RAW",3.93
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",0.73
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,RAW",1.23
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",2.22
MUNG BNS,"MUNG BNS,MATURE SEEDS,RAW",1.44
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",1.73
NOODLES,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",2.55
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,RAW",2.27
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",3.87
PEAS,"PEAS,SPLIT,MATURE SEEDS,RAW",1.99
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",1.66
PEANUTS,"PEANUTS,ALL TYPES,RAW",2.5
PEANUTS,"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",0.44
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",1.53
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",3.89
PEANUTS,"PEANUTS,SPANISH,RAW",2.18
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",2.11
PEANUTS,"PEANUTS,VALENCIA,RAW",3.29
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",0.58
PEANUTS,"PEANUTS,VIRGINIA,RAW",2.19
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",1.71
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,W/SALT",0.93
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",3.59
PEANUT FLOUR,"PEANUT FLOUR,DEFATTED",2.96
PEANUT FLOUR,"PEANUT FLOUR,LOW FAT",0.65
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",1.49
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",0.74
REFRIED BNS,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",2.37
BACON,"BACON,MEATLESS",6.4
No Category,MEAT EXTENDER,6.4
SAUSAGE,"SAUSAGE,MEATLESS",5.14
SOYBEANS,"SOYBEANS,MATURE SEEDS,RAW",0.96
SOYBEANS,"SOYBEANS,MATURE CKD,BLD,WO/SALT",1.11
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",1.25
SOYBEANS,"SOYBEANS,MATURE SEEDS,DRY RSTD",2.8
No Category,MISO,2.76
No Category,NATTO,1.54
No Category,TEMPEH,1.11
SOY FLOUR,"SOY FLOUR,FULL-FAT,RAW",1.07
SOY FLR,"SOY FLR,FULL-FAT,RSTD",4.36
SOY FLOUR,"SOY FLOUR,DEFATTED",2.31
SOY FLOUR,"SOY FLOUR,LOW-FAT",2.09
SOY MEAL,"SOY MEAL,DEFATTED,RAW",1.94
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",1.06
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",4.96
No Category,SOY PROTEIN ISOLATE,2.04
No Category,SOY SAU MADE FROM SOY&WHEAT (SHOYU),0.51
No Category,SOY SAU MADE FROM SOY (TAMARI),0.85
No Category,SOY SAU MADE FROM HYDROLYZED VEG PROT,1.06
TOFU,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",1.73
TOFU,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",3.94
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU)",4.37
TOFU,"TOFU,FRIED",1.57
TOFU,"TOFU,OKARA",3.33
TOFU,"TOFU,SALTED&FERMENTED (FUYU)",1.78
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,RAW",2.8
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",2.04
WINGED BNS,"WINGED BNS,MATURE SEEDS,RAW",1.93
BEANS,"BEANS,WINGED,MATURE SEEDS,CKD,BLD,WO/SALT",1.33
HUMMUS,"HUMMUS,HOME PREP",1.67
FALAFEL,"FALAFEL,HOME-PREPARED",4.88
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",4.61
LENTILS,"LENTILS,PINK,RAW",1.49
No Category,VEGGIE BURGERS OR SOYBURGERS  UNPREP,4.84
PEANUT SPRD,"PEANUT SPRD,RED SUGAR",0.68
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,RED FAT",3.07
ENSURE FIBER W/ FOS,"ENSURE FIBER W/ FOS,LIQ",3.25
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",3.86
PEANUT BUTTER,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",0.66
No Category,CHICKPEA FLOUR (BESAN),1.62
HUMMUS,"HUMMUS,COMMERCIAL",3.09
TOFU,"TOFU,EX FIRM,PREP W/NIGARI",2.47
TOFU,"TOFU,HARD,PREP W/NIGARI",4.08
MORI-NU,"MORI-NU,TOFU,SILKEN,SOFT",3.2
MORI-NU,"MORI-NU,TOFU,SILKEN,FIRM",3.78
MORI-NU,"MORI-NU,TOFU,SILKEN,EX FIRM",0.91
MOR-NU,"MOR-NU,TOFU,SILKEN,LITE FIRM",4.67
MORI-NU,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",3.2
SOYMILK,"SOYMILK,CHOC,UNFORTIFIED",2.37
USDA CMDTY,"USDA CMDTY,PNUT BUTTER,SMOOTH",2.01
SOYMILK,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",2.84
REFRIED BNS,"REFRIED BNS,CND,VEGETARIAN",1.7
REFRIED BNS,"REFRIED BNS,CND,FAT-FREE",3.95
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",4.16
TEMPEH,"TEMPEH,CKD",2.36
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,SUPRO",1.65
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,PROPLUS",3.24
CAMPBELL SOUP CO.,"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",4.3
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S PORK & BNS",2.99
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS",3.83
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS",3.06
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SPICY JALAPENO REFRIED BNS",4.01
VITASOY USA,"VITASOY USA,NASOYA LITE FIRM TOFU",0.67
VITASOY USA,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",2.63
VITASOY USA,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",0.57
VITASOY USA,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",4.31
VITASOY USA,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",4.66
VITASOY USA,"VITASOY USA,VITASOY ORGNAIC CLASSIC ORIGINAL SOYMILK",0.63
VITASOY USA,"VITASOY USA,VITASOY LT VANILLA SOYMILK",2.87
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",2.86
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),ENHANCED",2.88
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",3.19
SOYMILK,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",2.22
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",4.43
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",2.95
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",1.32
SILK PLN,"SILK PLN,SOYMILK",2.23
SILK VANILLA,"SILK VANILLA,SOYMILK",3.61
SILK CHOC,"SILK CHOC,SOYMILK",4.71
SILK LT PLN,"SILK LT PLN,SOYMILK",2.39
SILK LT VANILLA,"SILK LT VANILLA,SOYMILK",1.94
SILK LT CHOC,"SILK LT CHOC,SOYMILK",4.54
SILK PLUS OMEGA-3 DHA,"SILK PLUS OMEGA-3 DHA,SOYMILK",4.63
SILK PLUS FOR BONE HEALTH,"SILK PLUS FOR BONE HEALTH,SOYMILK",4.82
SILK PLUS FIBER,"SILK PLUS FIBER,SOYMILK",1.58
SILK UNSWTND,"SILK UNSWTND,SOYMILK",2.37
SILK VERY VANILLA,"SILK VERY VANILLA,SOYMILK",2.36
SILK NOG,"SILK NOG,SOYMILK",1.83
SILK CHAI,"SILK CHAI,SOYMILK",0.53
SILK MOCHA,"SILK MOCHA,SOYMILK",4.31
SILK COFFEE,"SILK COFFEE,SOYMILK",3.0
No Category,SILK VANILLA SOY YOGURT (FAMILY SIZE),4.41
No Category,SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),4.9
No Category,SILK PLN SOY YOGURT,3.09
No Category,SILK STRAWBERRY SOY YOGURT,3.17
No Category,SILK RASPBERRY SOY YOGURT,4.81
No Category,SILK PEACH SOY YOGURT,1.61
No Category,SILK BLACK CHERRY SOY YOGURT,3.8
No Category,SILK BLUEBERRY SOY YOGURT,1.99
No Category,SILK KEY LIME SOY YOGURT,2.97
No Category,SILK BANANA-STRAWBERRY SOY YOGURT,4.95
No Category,SILK ORIGINAL CREAMER,4.16
No Category,SILK FRENCH VANILLA CREAMER,3.09
No Category,SILK HAZELNUT CREAMER,1.5
BEANS,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",2.03
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",3.32
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,W/SALT",2.31
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",0.81
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",3.68
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",2.11
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",2.19
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",2.17
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",2.24
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",3.13
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",2.73
